Geneid	GeneName	GeneType	ESC_Day0_rep1	ESC_Day0_rep2	PreNCC_Day3_rep1	PreNCC_Day3_rep2	NCC_Day5_rep1	NCC_Day5_rep2
ENSG00000266515.1	MIR4452	miRNA	0	0	0	0	0	0
ENSG00000163629.13	PTPN13	protein_coding	6010	6773	11515	28092	27860	20797
ENSG00000145283.8	SLC10A6	protein_coding	2	1	0	0	1	4
ENSG00000243312.3	RPL6P13	processed_pseudogene	6	5	14	8	18	15
ENSG00000163633.12	C4orf36	protein_coding	0	1	1	5	8	3
ENSG00000250202.2	ENSG00000250202	processed_pseudogene	0	0	1	1	0	0
ENSG00000285458.1	ENSG00000285458	protein_coding	3	5	2	2	3	2
ENSG00000251411.1	ENSG00000251411	processed_pseudogene	2	4	2	2	2	1
ENSG00000284968.1	ENSG00000284968	lncRNA	52	50	11	45	10	6
ENSG00000172493.23	AFF1	protein_coding	4248	4494	4339	14794	4745	5356
ENSG00000235043.3	TECRP1	processed_pseudogene	5	15	11	5	12	10
ENSG00000145332.14	KLHL8	protein_coding	476	439	943	1212	1419	1094
ENSG00000248196.1	ENSG00000248196	processed_pseudogene	1	0	0	1	0	0
ENSG00000248180.1	GAPDHP60	processed_pseudogene	1	8	11	7	1	3
ENSG00000250572.1	ENSG00000250572	lncRNA	0	0	0	0	0	0
ENSG00000263981.1	MIR5705	miRNA	0	0	0	0	0	0
ENSG00000170509.12	HSD17B13	protein_coding	7	11	10	11	30	51
ENSG00000255723.1	ENSG00000255723	lncRNA	0	0	0	0	0	1
ENSG00000198189.11	HSD17B11	protein_coding	446	452	557	703	1363	737
ENSG00000240966.3	RN7SL681P	misc_RNA	0	0	0	0	0	1
ENSG00000249262.2	ENSG00000249262	processed_pseudogene	0	0	0	0	1	0
ENSG00000170502.13	NUDT9	protein_coding	1331	1150	975	765	926	473
ENSG00000272856.1	ENSG00000272856	lncRNA	0	0	0	0	0	0
ENSG00000152583.13	SPARCL1	protein_coding	62	43	10	99	11	3
ENSG00000249001.6	ENSG00000249001	lncRNA	5	2	0	1	1	0
ENSG00000152591.15	DSPP	protein_coding	1	0	1	1	0	0
ENSG00000152592.15	DMP1	protein_coding	5	7	2	1	2	2
ENSG00000200024.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000249973.2	CHCHD2P7	processed_pseudogene	1	1	2	1	0	0
ENSG00000029559.7	IBSP	protein_coding	0	0	0	0	0	0
ENSG00000152595.17	MEPE	protein_coding	1	0	1	0	0	0
ENSG00000183199.6	HSP90AB3P	processed_pseudogene	88	151	112	111	97	95
ENSG00000286618.1	ENSG00000286618	lncRNA	0	0	0	0	0	0
ENSG00000118785.15	SPP1	protein_coding	586	783	62	24	55	284
ENSG00000202000.1	RNU1-36P	snRNA	0	0	0	0	0	0
ENSG00000289034.1	ENSG00000289034	lncRNA	25	15	11	11	18	12
ENSG00000118762.8	PKD2	protein_coding	2796	2666	2620	1982	2258	1896
ENSG00000118777.12	ABCG2	protein_coding	318	312	31	31	232	154
ENSG00000241853.1	ENSG00000241853	processed_pseudogene	1	0	0	0	0	0
ENSG00000201707.1	RNU6-818P	snRNA	0	0	0	0	0	0
ENSG00000221440.1	RNU6ATAC31P	snRNA	0	0	0	0	0	0
ENSG00000251285.2	ENSG00000251285	processed_pseudogene	0	0	0	0	0	0
ENSG00000199326.1	RNU6-1298P	snRNA	0	0	0	0	0	0
ENSG00000163644.15	PPM1K	protein_coding	443	544	356	450	390	470
ENSG00000200469.1	RNU6-112P	snRNA	0	0	0	0	0	0
ENSG00000246375.5	PPM1K-DT	lncRNA	3	2	4	1	3	2
ENSG00000207480.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000287181.1	ENSG00000287181	lncRNA	1	1	2	0	0	0
ENSG00000286978.1	ENSG00000286978	lncRNA	0	0	0	0	0	0
ENSG00000138642.16	HERC6	protein_coding	235	236	36	2	6	4
ENSG00000138646.9	HERC5	protein_coding	1283	1208	952	457	198	247
ENSG00000249934.2	NCOA4P2	processed_pseudogene	0	0	0	0	0	0
ENSG00000145337.5	PYURF	protein_coding	0	0	0	0	0	0
ENSG00000255072.2	PIGY	protein_coding	0	0	0	0	0	0
ENSG00000287542.1	HERC3	protein_coding	0	0	0	0	0	0
ENSG00000285122.1	PIGY-DT	lncRNA	1	0	1	2	11	8
ENSG00000249755.2	ENSG00000249755	processed_pseudogene	1	1	2	0	8	2
ENSG00000252322.1	RN7SKP244	misc_RNA	0	0	0	0	0	0
ENSG00000138641.18	HERC3	protein_coding	7	7	11	5	3	2
ENSG00000207524.1	RNU6-33P	snRNA	1	0	3	0	0	0
ENSG00000177432.8	NAP1L5	protein_coding	154	188	299	276	465	258
ENSG00000248019.3	FAM13A-AS1	lncRNA	21	37	67	32	22	42
ENSG00000278151.1	ENSG00000278151	misc_RNA	0	0	0	0	0	0
ENSG00000276003.1	ENSG00000276003	misc_RNA	0	0	0	0	0	0
ENSG00000138640.15	FAM13A	protein_coding	1138	1329	1507	1587	1789	1401
ENSG00000180346.5	TIGD2	protein_coding	302	307	889	618	1159	669
ENSG00000270720.1	ENSG00000270720	lncRNA	0	3	9	4	14	10
ENSG00000212226.1	RNU6-907P	snRNA	0	0	0	1	0	2
ENSG00000185477.5	GPRIN3	protein_coding	103	94	40	21	66	42
ENSG00000251095.8	ENSG00000251095	lncRNA	1412	1590	1153	832	2091	2810
ENSG00000288563.1	ENSG00000288563	lncRNA	0	0	0	1	0	2
ENSG00000145335.17	SNCA	protein_coding	582	681	632	463	1951	1152
ENSG00000274238.1	ENSG00000274238	lncRNA	19	27	19	9	26	55
ENSG00000277695.1	ENSG00000277695	lncRNA	2	3	1	3	2	10
ENSG00000276542.1	ENSG00000276542	lncRNA	6	6	5	9	13	42
ENSG00000247775.2	SNCA-AS1	lncRNA	4	4	4	5	22	11
ENSG00000138722.10	MMRN1	protein_coding	23	6	211	289	5944	3141
ENSG00000287239.1	ENSG00000287239	lncRNA	0	0	0	0	0	0
ENSG00000184305.16	CCSER1	protein_coding	22	20	1	5	26	24
ENSG00000252087.1	RN7SKP248	misc_RNA	0	0	0	0	0	0
ENSG00000251401.2	ENSG00000251401	processed_pseudogene	0	0	0	0	0	0
ENSG00000187653.11	TMSB4XP8	processed_pseudogene	165	182	122	190	66	64
ENSG00000248984.1	ENSG00000248984	lncRNA	0	0	0	0	0	0
ENSG00000249049.1	ENSG00000249049	lncRNA	0	0	0	0	1	1
ENSG00000279013.1	ENSG00000279013	TEC	0	0	0	0	0	0
ENSG00000249891.2	KRT19P6	processed_pseudogene	0	0	0	0	0	0
ENSG00000249052.1	ENSG00000249052	lncRNA	0	0	0	0	0	0
ENSG00000248817.1	PMPCAP1	processed_pseudogene	7	15	1	1	0	0
ENSG00000287392.1	ENSG00000287392	lncRNA	0	0	0	0	0	0
ENSG00000280056.1	ENSG00000280056	TEC	169	222	1	4	3	1
ENSG00000249152.1	LNCPRESS2	lncRNA	722	923	5	3	3	0
ENSG00000248511.1	ENSG00000248511	lncRNA	4	4	1	0	3	0
ENSG00000152208.13	GRID2	protein_coding	5084	5732	264	283	148	135
ENSG00000251449.2	MTND1P19	processed_pseudogene	2	2	0	1	0	0
ENSG00000249239.2	RACK1P3	processed_pseudogene	0	0	0	0	0	0
ENSG00000248627.1	ENSG00000248627	lncRNA	0	0	0	0	0	0
ENSG00000248750.2	ENSG00000248750	processed_pseudogene	0	2	0	0	1	0
ENSG00000250908.1	ENSG00000250908	lncRNA	0	0	0	0	0	0
ENSG00000252342.1	RNA5SP164	rRNA_pseudogene	0	0	0	0	0	0
ENSG00000172238.6	ATOH1	protein_coding	8	14	1	5	24	1
ENSG00000246541.2	SMARCAD1-DT	lncRNA	0	0	0	0	0	0
ENSG00000250897.2	HMGB3P15	processed_pseudogene	0	0	0	0	0	0
ENSG00000163104.18	SMARCAD1	protein_coding	4516	5152	8215	7443	7798	4668
ENSG00000163106.11	HPGDS	protein_coding	0	0	0	0	0	0
ENSG00000287552.1	ENSG00000287552	lncRNA	0	0	0	0	0	0
ENSG00000241103.1	RPL35AP11	processed_pseudogene	0	0	0	0	0	0
ENSG00000163110.15	PDLIM5	protein_coding	2361	2970	2134	2056	5512	4322
ENSG00000249951.1	ENSG00000249951	lncRNA	0	0	0	0	0	0
ENSG00000249599.2	BMPR1B-DT	lncRNA	0	1	1	0	0	0
ENSG00000138696.11	BMPR1B	protein_coding	38	46	75	137	150	148
ENSG00000182168.15	UNC5C	protein_coding	65	55	89	103	1366	965
ENSG00000271474.1	UNC5C-AS1	lncRNA	1	5	10	5	178	75
ENSG00000242936.1	RPL30P6	processed_pseudogene	0	0	0	0	0	0
ENSG00000163114.6	PDHA2	protein_coding	0	0	0	0	0	0
ENSG00000200622.1	RNU6-1059P	snRNA	0	0	0	0	0	0
ENSG00000201744.1	RNU6-34P	snRNA	0	0	0	0	0	0
ENSG00000250655.1	ENSG00000250655	processed_pseudogene	0	0	0	0	0	0
ENSG00000248510.2	LINC02267	lncRNA	0	0	1	0	0	0
ENSG00000201640.2	RN7SKP28	misc_RNA	0	0	0	0	0	0
ENSG00000287841.1	ENSG00000287841	lncRNA	0	2	4	0	1	0
ENSG00000236764.4	COX7A2P2	processed_pseudogene	0	1	0	0	1	0
ENSG00000253170.1	ENSG00000253170	lncRNA	0	0	0	0	0	0
ENSG00000163116.10	STPG2	protein_coding	3	4	5	5	7	4
ENSG00000254044.5	ENSG00000254044	lncRNA	0	0	0	1	0	0
ENSG00000251620.3	STPG2-AS1	lncRNA	0	0	0	0	0	0
ENSG00000250293.1	CRYZP2	processed_pseudogene	0	0	0	0	0	0
ENSG00000242697.2	RPL5P12	processed_pseudogene	79	58	185	88	185	34
ENSG00000214904.5	DUTP8	processed_pseudogene	0	0	0	0	0	0
ENSG00000214559.3	ENSG00000214559	lncRNA	2	2	1	1	1	1
ENSG00000289532.2	ENSG00000289532	lncRNA	20	10	13	13	49	24
ENSG00000138698.15	RAP1GDS1	protein_coding	1131	1351	1757	1648	2615	1485
ENSG00000242318.1	ENSG00000242318	processed_pseudogene	0	0	1	1	0	0
ENSG00000168785.8	TSPAN5	protein_coding	1250	1328	2603	2111	4582	2519
ENSG00000251523.1	ENSG00000251523	lncRNA	0	0	0	0	0	0
ENSG00000260641.2	TSPAN5-DT	lncRNA	20	17	49	23	144	62
ENSG00000249764.1	ENSG00000249764	processed_pseudogene	0	0	0	0	0	0
ENSG00000227118.3	BTF3P13	processed_pseudogene	0	1	2	1	2	0
ENSG00000151247.13	EIF4E	protein_coding	2921	3347	4058	3318	4075	2180
ENSG00000249055.1	TBCAP3	transcribed_processed_pseudogene	0	1	1	1	0	0
ENSG00000263923.1	ENSG00000263923	lncRNA	1	0	2	0	1	2
ENSG00000214886.4	FAM177A1P1	processed_pseudogene	0	0	1	0	0	0
ENSG00000287512.1	ENSG00000287512	lncRNA	1	0	2	0	1	1
ENSG00000252548.1	RNU7-149P	snRNA	0	0	0	0	0	0
ENSG00000251437.1	NDUFS5P4	processed_pseudogene	0	0	0	0	0	0
ENSG00000164024.12	METAP1	protein_coding	5170	5613	5773	4481	5438	3247
ENSG00000265213.1	MIR3684	miRNA	0	0	1	0	0	0
ENSG00000250496.2	ABT1P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000272777.1	ENSG00000272777	lncRNA	6	6	20	20	13	10
ENSG00000197894.12	ADH5	protein_coding	12586	14486	20181	17561	19567	10908
ENSG00000246090.9	ENSG00000246090	lncRNA	187	219	478	296	537	298
ENSG00000198099.10	ADH4	protein_coding	1	1	0	0	0	0
ENSG00000249065.2	PCNAP1	transcribed_processed_pseudogene	0	0	0	0	0	0
ENSG00000172955.17	ADH6	protein_coding	3	1	0	0	0	0
ENSG00000187758.8	ADH1A	protein_coding	0	0	0	0	0	0
ENSG00000196616.14	ADH1B	protein_coding	2	1	0	0	0	1
ENSG00000248144.6	ADH1C	protein_coding	0	0	0	0	0	0
ENSG00000196344.12	ADH7	protein_coding	0	0	0	0	0	0
ENSG00000250300.1	ENSG00000250300	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000138813.10	C4orf17	protein_coding	0	0	0	0	2	0
ENSG00000145331.14	TRMT10A	protein_coding	311	337	506	768	542	345
ENSG00000138823.14	MTTP	protein_coding	21	27	165	182	68	36
ENSG00000248676.1	ENSG00000248676	lncRNA	0	0	0	0	0	0
ENSG00000248713.2	C4orf54	protein_coding	0	1	6	5	0	0
ENSG00000070190.13	DAPP1	protein_coding	3	0	2	0	2	1
ENSG00000279913.1	ENSG00000279913	TEC	0	0	0	0	0	0
ENSG00000109270.13	LAMTOR3	protein_coding	1289	1482	2368	1809	3210	1450
ENSG00000164031.17	DNAJB14	protein_coding	1597	1816	2020	2024	3246	2970
ENSG00000279098.1	ENSG00000279098	TEC	1	0	2	1	3	5
ENSG00000164032.12	H2AZ1	protein_coding	21173	24959	35415	31351	40486	16976
ENSG00000245322.8	H2AZ1-DT	lncRNA	17	22	28	21	70	47
ENSG00000250403.1	ENSG00000250403	processed_pseudogene	0	0	0	0	0	1
ENSG00000248820.2	DYNLL1P6	processed_pseudogene	0	0	0	0	0	0
ENSG00000145358.6	DDIT4L	protein_coding	342	487	581	416	666	459
ENSG00000249710.1	DDIT4L-AS1	lncRNA	3	2	0	0	0	1
ENSG00000164035.10	EMCN	protein_coding	2	1	1	5	8	6
ENSG00000286150.1	ENSG00000286150	lncRNA	0	0	0	0	0	1
ENSG00000250223.1	LINC01216	lncRNA	0	0	0	0	0	0
ENSG00000251219.2	LINC01217	lncRNA	0	0	0	0	2	2
ENSG00000251636.1	LINC01218	lncRNA	1	2	4	10	7	4
ENSG00000138814.17	PPP3CA	protein_coding	2110	1981	1330	1724	2828	2266
ENSG00000273882.1	MIR8066	miRNA	0	0	0	0	0	0
ENSG00000221265.1	MIR1255A	miRNA	0	0	0	0	1	0
ENSG00000254531.3	FLJ20021	lncRNA	42	47	43	25	89	45
ENSG00000153064.12	BANK1	protein_coding	62	54	44	35	29	18
ENSG00000286124.1	ENSG00000286124	lncRNA	0	0	0	0	0	0
ENSG00000199529.1	RNU6-462P	snRNA	0	0	0	0	0	0
ENSG00000251149.1	MTND5P5	processed_pseudogene	0	0	0	0	0	0
ENSG00000251309.1	ENSG00000251309	lncRNA	0	0	0	0	0	0
ENSG00000138821.14	SLC39A8	protein_coding	1232	1001	1348	1217	5596	3283
ENSG00000241144.3	RN7SL728P	misc_RNA	0	0	0	0	0	0
ENSG00000248161.5	ENSG00000248161	lncRNA	20	23	58	46	120	64
ENSG00000251572.2	ENSG00000251572	processed_pseudogene	0	0	0	0	0	0
ENSG00000260651.1	ENSG00000260651	lncRNA	1	0	0	0	4	1
ENSG00000109320.14	NFKB1	protein_coding	235	201	254	315	454	359
ENSG00000109323.11	MANBA	protein_coding	1342	1313	2025	1303	1949	1206
ENSG00000241981.2	ENSG00000241981	processed_pseudogene	0	0	0	0	0	0
ENSG00000230069.3	LRRC37A15P	processed_pseudogene	3	4	8	10	4	4
ENSG00000248971.2	KRT8P46	processed_pseudogene	28	55	38	46	30	35
ENSG00000224207.3	ENSG00000224207	processed_pseudogene	0	0	0	0	0	0
ENSG00000251288.2	ENSG00000251288	processed_pseudogene	0	0	0	0	0	0
ENSG00000109332.20	UBE2D3	protein_coding	15469	16009	17659	16470	21400	12535
ENSG00000286242.1	ENSG00000286242	lncRNA	0	0	0	0	0	0
ENSG00000246560.3	UBE2D3-AS1	lncRNA	55	81	137	84	179	79
ENSG00000252739.1	RNU7-151P	snRNA	0	1	0	0	1	0
ENSG00000145354.12	CISD2	protein_coding	1900	2022	2945	2444	2936	1559
ENSG00000164037.17	SLC9B1	protein_coding	22	16	35	32	68	37
ENSG00000250651.1	PABPC1P7	processed_pseudogene	0	0	0	0	0	0
ENSG00000249283.3	ACTR3BP4	processed_pseudogene	0	0	0	0	0	0
ENSG00000164038.16	SLC9B2	protein_coding	269	236	845	735	1051	687
ENSG00000164039.15	BDH2	protein_coding	852	963	1243	979	1864	888
ENSG00000138778.14	CENPE	protein_coding	3783	4422	4853	6312	9219	6011
ENSG00000248740.8	LINC02428	lncRNA	38	34	10	26	40	68
ENSG00000251577.5	TACR3-AS1	lncRNA	1	3	0	1	6	7
ENSG00000250920.3	ENSG00000250920	lncRNA	8	7	0	0	0	0
ENSG00000251571.1	DDX3P3	processed_pseudogene	0	1	1	1	1	1
ENSG00000169836.5	TACR3	protein_coding	123	113	34	53	17	10
ENSG00000286291.1	ENSG00000286291	lncRNA	0	0	0	0	0	0
ENSG00000252460.1	RNU6-635P	snRNA	0	0	0	0	0	0
ENSG00000249614.2	LINC02503	lncRNA	0	0	0	0	0	0
ENSG00000251170.6	ENSG00000251170	lncRNA	0	0	0	0	0	0
ENSG00000168772.12	CXXC4	protein_coding	188	297	1946	1883	3060	2226
ENSG00000245384.2	CXXC4-AS1	lncRNA	3	8	28	10	12	9
ENSG00000250670.1	ENSG00000250670	lncRNA	0	0	0	0	0	0
ENSG00000248242.1	ENSG00000248242	lncRNA	0	0	0	0	0	0
ENSG00000244470.2	RPL6P14	processed_pseudogene	0	0	0	0	0	0
ENSG00000248373.7	ENSG00000248373	lncRNA	2	1	0	0	0	0
ENSG00000251906.2	RNU6-351P	snRNA	0	0	0	0	0	0
ENSG00000276992.1	ENSG00000276992	processed_pseudogene	0	0	0	0	0	0
ENSG00000251473.2	ENSG00000251473	processed_pseudogene	0	0	0	0	0	0
ENSG00000252136.1	ENSG00000252136	snoRNA	0	0	0	0	0	0
ENSG00000251259.1	ENSG00000251259	lncRNA	9	31	18	24	26	33
